DateTime,FidalgoBay,Port Gamble,Case Inlet,Willapa Bay
06/12/16 19:40:00,3.862972,4.729723,4.192922,9.134613
06/12/16 19:50:00,4.054572,4.968276,4.441321,9.267813
06/12/16 20:00:00,4.252249,5.215764,4.711703,9.381921
06/12/16 20:10:00,4.454944,5.47115,5.002243,9.475976
06/12/16 20:20:00,4.661561,5.73287,5.31258,9.549126
06/12/16 20:30:00,4.870975,6.000553,5.640375,9.600632
06/12/16 20:40:00,5.082041,6.272417,5.985368,9.629894
06/12/16 20:50:00,5.293602,6.546528,6.345645,9.636479
06/12/16 21:00:00,5.504501,6.822192,6.719118,9.620161
06/12/16 21:10:00,5.713583,7.097245,7.105443,9.580958
06/12/16 21:20:00,5.919706,7.369882,7.502306,9.519169
06/12/16 21:30:00,6.121749,7.637788,7.90716,9.435397
06/12/16 21:40:00,6.318618,7.899941,8.319281,9.330557
06/12/16 21:50:00,6.509251,8.15398,8.735762,9.205859
06/12/16 22:00:00,6.692627,8.398028,9.153479,9.062769
06/12/16 22:10:00,6.867766,8.629914,9.571198,8.902943
06/12/16 22:20:00,7.03374,8.848722,9.985476,8.728145
06/12/16 22:30:00,7.189672,9.052525,10.392783,8.540143
06/12/16 22:40:00,7.334742,9.239968,10.791533,8.340611
06/12/16 22:50:00,7.468189,9.409634,11.178116,8.131029
06/12/16 23:00:00,7.589317,9.561151,11.549054,7.912603
06/12/16 23:10:00,7.697492,9.693512,11.902801,7.686218
06/12/16 23:20:00,7.792147,9.806228,12.235612,7.452425
06/12/16 23:30:00,7.872784,9.89888,12.546217,7.211465
06/12/16 23:40:00,7.938977,9.971687,12.831962,6.963349
06/12/16 23:50:00,7.990368,10.024553,13.090661,6.707963
06/13/16 00:00:00,8.026674,10.057652,13.321722,6.445219
06/13/16 00:10:00,8.047685,10.071407,13.523593,6.175212
06/13/16 00:20:00,8.053266,10.066358,13.695255,5.898392
06/13/16 00:30:00,8.04336,10.043381,13.836834,5.615714
06/13/16 00:40:00,8.017985,10.002988,13.947879,5.328768
06/13/16 00:50:00,7.977238,9.945453,14.028395,5.039855
06/13/16 01:00:00,7.921294,9.871354,14.078967,4.752012
06/13/16 01:10:00,7.85041,9.780969,14.09992,4.468968
06/13/16 01:20:00,7.76492,9.674436,14.092323,4.195045
06/13/16 01:30:00,7.665243,9.552425,14.057775,3.934981
06/13/16 01:40:00,7.551875,9.414834,13.996926,3.693721
06/13/16 01:50:00,7.425393,9.262446,13.910555,3.476159
06/13/16 02:00:00,7.286454,9.095105,13.79895,3.286867
06/13/16 02:10:00,7.135792,8.913798,13.662776,3.129834
06/13/16 02:20:00,6.974218,8.718426,13.502821,3.008227
06/13/16 02:30:00,6.802615,8.510276,13.319013,2.924196
06/13/16 02:40:00,6.621935,8.289415,13.112064,2.878745
06/13/16 02:50:00,6.433196,8.057509,12.882451,2.871674
06/13/16 03:00:00,6.237475,7.815285,12.631155,2.901599
06/13/16 03:10:00,6.035904,7.563574,12.35795,2.966047
06/13/16 03:20:00,5.829661,7.304652,12.064005,3.061618
06/13/16 03:30:00,5.619962,7.039237,11.750798,3.184204
06/13/16 03:40:00,5.408055,6.769945,11.418405,3.32924
06/13/16 03:50:00,5.195209,6.497706,11.068709,3.491977
06/13/16 04:00:00,4.982703,6.225347,10.703328,3.667741
06/13/16 04:10:00,4.771817,5.95391,10.324787,3.852174
06/13/16 04:20:00,4.563821,5.686263,9.933931,4.041431
06/13/16 04:30:00,4.359962,5.423429,9.533749,4.232316
06/13/16 04:40:00,4.161455,5.168137,9.127502,4.422371
06/13/16 04:50:00,3.969471,4.921673,8.71655,4.609881
06/13/16 05:00:00,3.785125,4.685243,8.304436,4.793842
06/13/16 05:10:00,3.609465,4.461072,7.894087,4.97386
06/13/16 05:20:00,3.443464,4.249659,7.489122,5.150025
06/13/16 05:30:00,3.288009,4.052774,7.091056,5.322756
06/13/16 05:40:00,3.143892,3.870623,6.703364,5.492643
06/13/16 05:50:00,3.011804,3.7045,6.328674,5.660299
06/13/16 06:00:00,2.892329,3.554352,5.97,5.826222
06/13/16 06:10:00,2.785937,3.421033,5.628306,5.990703
06/13/16 06:20:00,2.692983,3.304308,5.306128,6.153755
06/13/16 06:30:00,2.613702,3.20467,5.005586,6.315087
06/13/16 06:40:00,2.548211,3.121919,4.727002,6.474104
06/13/16 06:50:00,2.49651,3.055904,4.471967,6.629946
06/13/16 07:00:00,2.458482,3.006745,4.241279,6.781533
06/13/16 07:10:00,2.433899,2.974141,4.035823,6.927632
06/13/16 07:20:00,2.422427,2.958047,3.855253,7.066919
06/13/16 07:30:00,2.42363,2.958274,3.700116,7.198038
06/13/16 07:40:00,2.436982,2.974907,3.570645,7.319651
06/13/16 07:50:00,2.461871,3.007753,3.466336,7.43047
06/13/16 08:00:00,2.49761,3.056536,3.387286,7.529277
06/13/16 08:10:00,2.543448,3.121035,3.333303,7.614932
06/13/16 08:20:00,2.59858,3.200613,3.304186,7.686376
06/13/16 08:30:00,2.662155,3.294831,3.299725,7.742628
06/13/16 08:40:00,2.733289,3.403026,3.321752,7.782784
06/13/16 08:50:00,2.811075,3.524386,3.370664,7.806024
06/13/16 09:00:00,2.894592,3.657939,3.446004,7.811636
06/13/16 09:10:00,2.982917,3.802535,3.547229,7.799036
06/13/16 09:20:00,3.075131,3.957117,3.67366,7.767812
06/13/16 09:30:00,3.170328,4.11969,3.824179,7.717761
06/13/16 09:40:00,3.267623,4.288862,3.998217,7.648933
06/13/16 09:50:00,3.366159,4.462872,4.194238,7.561667
06/13/16 10:00:00,3.465111,4.639861,4.410665,7.456604
06/13/16 10:10:00,3.56369,4.817911,4.645232,7.334692
06/13/16 10:20:00,3.661149,4.995085,4.896558,7.197162
06/13/16 10:30:00,3.756781,5.169756,5.161837,7.045473
06/13/16 10:40:00,3.849926,5.339502,5.438379,6.881246
06/13/16 10:50:00,3.939969,5.502882,5.723274,6.706167
06/13/16 11:00:00,4.026338,5.658305,6.01297,6.52189
06/13/16 11:10:00,4.108508,5.804361,6.305237,6.329936
06/13/16 11:20:00,4.185997,5.939841,6.596383,6.131601
06/13/16 11:30:00,4.258365,6.06375,6.883221,5.927891
06/13/16 11:40:00,4.325215,6.175486,7.162223,5.71949
06/13/16 11:50:00,4.386188,6.274126,7.431402,5.506764
06/13/16 12:00:00,4.440965,6.359515,7.687633,5.289809
06/13/16 12:10:00,4.489264,6.431489,7.928543,5.068543
06/13/16 12:20:00,4.53084,6.490047,8.152097,4.842832
06/13/16 12:30:00,4.565485,6.535319,8.356298,4.612646
06/13/16 12:40:00,4.593026,6.567535,8.54051,4.378218
06/13/16 12:50:00,4.613329,6.587015,8.703438,4.140209
06/13/16 13:00:00,4.626297,6.594033,8.844487,3.89985
06/13/16 13:10:00,4.631873,6.589389,8.963374,3.65904
06/13/16 13:20:00,4.630043,6.573979,9.059947,3.420401
06/13/16 13:30:00,4.620837,6.548103,9.134733,3.18727
06/13/16 13:40:00,4.604332,6.511967,9.187935,2.963623
06/13/16 13:50:00,4.580658,6.46595,9.22005,2.753939
06/13/16 14:00:00,4.549994,6.410144,9.231637,2.563008
06/13/16 14:10:00,4.512579,6.344989,9.223228,2.395689
06/13/16 14:20:00,4.468709,6.270671,9.195254,2.256652
06/13/16 14:30:00,4.418744,6.187357,9.14825,2.150102
06/13/16 14:40:00,4.363106,6.095709,9.08284,2.079531
06/13/16 14:50:00,4.302281,5.995887,8.999266,2.047495
06/13/16 15:00:00,4.236822,5.888806,8.898072,2.055457
06/13/16 15:10:00,4.167345,5.775006,8.779924,2.103685
06/13/16 15:20:00,4.09453,5.655122,8.644911,2.191237
06/13/16 15:30:00,4.019117,5.530544,8.493783,2.316018
06/13/16 15:40:00,3.941901,5.401983,8.327517,2.474913
06/13/16 15:50:00,3.863731,5.271139,8.146382,2.663977
06/13/16 16:00:00,3.7855,5.138959,7.951678,2.878676
06/13/16 16:10:00,3.708137,5.007376,7.745019,3.114152
06/13/16 16:20:00,3.632602,4.877723,7.527201,3.365495
06/13/16 16:30:00,3.559874,4.751389,7.300322,3.627998
06/13/16 16:40:00,3.490942,4.630403,7.066804,3.897376
06/13/16 16:50:00,3.426791,4.515934,6.82811,4.169942
06/13/16 17:00:00,3.368396,4.409876,6.587117,4.442719
06/13/16 17:10:00,3.316704,4.313435,6.346897,4.713488
06/13/16 17:20:00,3.272626,4.227753,6.109433,4.980775
06/13/16 17:30:00,3.237023,4.154241,5.878016,5.243784
06/13/16 17:40:00,3.210695,4.093606,5.655915,5.502283
06/13/16 17:50:00,3.194371,4.046818,5.445222,5.75646
06/13/16 18:00:00,3.188698,4.014341,5.249069,6.006761
06/13/16 18:10:00,3.19423,3.996552,5.070028,6.253737
06/13/16 18:20:00,3.211421,3.993792,4.910697,6.497893
06/13/16 18:30:00,3.24062,4.007072,4.772609,6.739571
06/13/16 18:40:00,3.282063,4.036634,4.657823,6.978865
06/13/16 18:50:00,3.335868,4.082335,4.567913,7.21557
06/13/16 19:00:00,3.402038,4.143689,4.503678,7.449166
06/13/16 19:10:00,3.480453,4.220341,4.466063,7.678836
06/13/16 19:20:00,3.570877,4.311822,4.455514,7.903506
06/13/16 19:30:00,3.672958,4.417631,4.471654,8.1219
06/13/16 19:40:00,3.786231,4.53725,4.514042,8.332607
06/13/16 19:50:00,3.910127,4.670152,4.582343,8.534139
06/13/16 20:00:00,4.043975,4.815808,4.676041,8.72499
06/13/16 20:10:00,4.187015,4.973679,4.794484,8.90367
06/13/16 20:20:00,4.338404,5.143206,4.936927,9.068742
06/13/16 20:30:00,4.497224,5.323796,5.102563,9.218829
06/13/16 20:40:00,4.662498,5.5148,5.29056,9.352625
06/13/16 20:50:00,4.833196,5.715494,5.500069,9.468893
06/13/16 21:00:00,5.008248,5.925055,5.730627,9.56647
06/13/16 21:10:00,5.186552,6.142541,5.980609,9.644266
06/13/16 21:20:00,5.366988,6.366877,6.24948,9.701287
06/13/16 21:30:00,5.548429,6.59684,6.536289,9.736657
06/13/16 21:40:00,5.729746,6.831058,6.840002,9.749652
06/13/16 21:50:00,5.909821,7.068009,7.159465,9.739751
06/13/16 22:00:00,6.087551,7.306036,7.493369,9.706672
06/13/16 22:10:00,6.261862,7.543366,7.840218,9.650421
06/13/16 22:20:00,6.43171,7.778133,8.198296,9.571319
06/13/16 22:30:00,6.596085,8.008412,8.566266,9.470019
06/13/16 22:40:00,6.754023,8.232261,8.940721,9.347489
06/13/16 22:50:00,6.9046,8.447756,9.319824,9.204987
06/13/16 23:00:00,7.046944,8.653036,9.700914,9.043994
06/13/16 23:10:00,7.180229,8.84665,10.081136,8.866134
06/13/16 23:20:00,7.303683,9.026339,10.457486,8.673081
06/13/16 23:30:00,7.416584,9.190985,10.826858,8.466453
06/13/16 23:40:00,7.518263,9.339338,11.18611,8.247715
06/13/16 23:50:00,7.608103,9.470363,11.532125,8.018099
06/14/16 00:00:00,7.685543,9.583244,11.861887,7.778551
06/14/16 00:10:00,7.750071,9.677388,12.173031,7.529713
06/14/16 00:20:00,7.801233,9.752413,12.461903,7.271947
06/14/16 00:30:00,7.838626,9.808133,12.726675,7.0054
06/14/16 00:40:00,7.861905,9.84453,12.965308,6.730115
06/14/16 00:50:00,7.870779,9.861729,13.176114,6.446162
06/14/16 01:00:00,7.865018,9.860026,13.357762,6.153804
06/14/16 01:10:00,7.844453,9.839938,13.509282,5.853653
06/14/16 01:20:00,7.808977,9.801912,13.630049,5.546824
06/14/16 01:30:00,7.758551,9.746187,13.719754,5.235056
06/14/16 01:40:00,7.693207,9.673319,13.778435,4.920791
06/14/16 01:50:00,7.613049,9.583413,13.806101,4.607195
06/14/16 02:00:00,7.51826,9.477102,13.803814,4.29812
06/14/16 02:10:00,7.409103,9.354335,13.774415,3.997996
06/14/16 02:20:00,7.285929,9.215815,13.718792,3.711664
06/14/16 02:30:00,7.149172,9.061365,13.637292,3.444162
06/14/16 02:40:00,6.999359,8.891809,13.530523,3.200472
06/14/16 02:50:00,6.837109,8.706924,13.398999,2.985251
06/14/16 03:00:00,6.663133,8.507396,13.243202,2.802566
06/14/16 03:10:00,6.478233,8.294106,13.063902,2.655658
06/14/16 03:20:00,6.283305,8.066963,12.860918,2.546748
06/14/16 03:30:00,6.079332,7.827502,12.634954,2.476906
06/14/16 03:40:00,5.867381,7.575853,12.386453,2.445996
06/14/16 03:50:00,5.648598,7.313969,12.115916,2.452692
06/14/16 04:00:00,5.424201,7.042257,11.823942,2.494573
06/14/16 04:10:00,5.195472,6.763096,11.511807,2.568292
06/14/16 04:20:00,4.963746,6.477178,11.179357,2.66979
06/14/16 04:30:00,4.730401,6.187243,10.828215,2.794551
06/14/16 04:40:00,4.496847,5.894215,10.459726,2.937875
06/14/16 04:50:00,4.26451,5.601069,10.075486,3.095147
06/14/16 05:00:00,4.03482,5.308863,9.678038,3.262072
06/14/16 05:10:00,3.809198,5.020634,9.26815,3.434879
06/14/16 05:20:00,3.589037,4.737444,8.848841,3.610464
06/14/16 05:30:00,3.375692,4.462209,8.422688,3.786471
06/14/16 05:40:00,3.170461,4.195867,7.992446,3.961309
06/14/16 05:50:00,2.974575,3.941043,7.561735,4.134112
06/14/16 06:00:00,2.789182,3.698452,7.132066,4.304643
06/14/16 06:10:00,2.615335,3.470301,6.707169,4.47316
06/14/16 06:20:00,2.453981,3.257029,6.290011,4.640263
06/14/16 06:30:00,2.305953,3.060364,5.883472,4.80673
06/14/16 06:40:00,2.171959,2.880466,5.490942,4.973356
06/14/16 06:50:00,2.052579,2.718585,5.11364,5.140822
06/14/16 07:00:00,1.948256,2.574657,4.754565,5.309584
06/14/16 07:10:00,1.859301,2.449502,4.415787,5.479803
06/14/16 07:20:00,1.785885,2.342914,4.099102,5.65131
06/14/16 07:30:00,1.728046,2.255367,3.806025,5.823601
06/14/16 07:40:00,1.685689,2.186601,3.538231,5.99587
06/14/16 07:50:00,1.658597,2.136825,3.295788,6.167052
06/14/16 08:00:00,1.646429,2.105802,3.079909,6.335889
06/14/16 08:10:00,1.648738,2.093532,2.891118,6.500986
06/14/16 08:20:00,1.664976,2.100046,2.729755,6.660876
06/14/16 08:30:00,1.694505,2.125528,2.596213,6.814066
06/14/16 08:40:00,1.736611,2.169757,2.490112,6.959077
06/14/16 08:50:00,1.790515,2.232563,2.411682,7.09446
06/14/16 09:00:00,1.855385,2.313375,2.360833,7.218818
06/14/16 09:10:00,1.930348,2.41182,2.337421,7.330802
06/14/16 09:20:00,2.014508,2.527516,2.341678,7.429119
06/14/16 09:30:00,2.106948,2.659356,2.37504,7.512536
06/14/16 09:40:00,2.206749,2.806628,2.437347,7.579896
06/14/16 09:50:00,2.312998,2.96855,2.528003,7.630135
06/14/16 10:00:00,2.424794,3.143345,2.646765,7.662323
06/14/16 10:10:00,2.54126,3.329846,2.79256,7.675702
06/14/16 10:20:00,2.661544,3.526789,2.964995,7.669737
06/14/16 10:30:00,2.78483,3.731773,3.162422,7.644159
06/14/16 10:40:00,2.910336,3.943236,3.384158,7.59901
06/14/16 10:50:00,3.03732,4.159558,3.627881,7.534663
06/14/16 11:00:00,3.165077,4.377985,3.89251,7.451828
06/14/16 11:10:00,3.292942,4.596815,4.175498,7.351532
06/14/16 11:20:00,3.420287,4.814374,4.473909,7.235071
06/14/16 11:30:00,3.546518,5.027985,4.786042,7.103941
06/14/16 11:40:00,3.671074,5.236163,5.107995,6.959746
06/14/16 11:50:00,3.793421,5.437536,5.437777,6.804098
06/14/16 12:00:00,3.913049,5.629927,5.771168,6.638514
06/14/16 12:10:00,4.029472,5.812363,6.106079,6.464322
06/14/16 12:20:00,4.142217,5.984031,6.438269,6.282593
06/14/16 12:30:00,4.250829,6.143499,6.765782,6.094096
06/14/16 12:40:00,4.354863,6.290417,7.084675,5.899307
06/14/16 12:50:00,4.453885,6.424559,7.393345,5.698439
06/14/16 13:00:00,4.547472,6.545236,7.688888,5.491539
06/14/16 13:10:00,4.635207,6.65259,7.968803,5.278596
06/14/16 13:20:00,4.71669,6.746809,8.232296,5.059698
06/14/16 13:30:00,4.791531,6.827717,8.477144,4.835186
06/14/16 13:40:00,4.859358,6.895681,8.703134,4.605818
06/14/16 13:50:00,4.919823,6.95101,8.908834,4.372897
06/14/16 14:00:00,4.972606,6.993756,9.09452,4.138384
06/14/16 14:10:00,5.01742,7.02424,9.259436,3.904944
06/14/16 14:20:00,5.054021,7.042668,9.404179,3.67594
06/14/16 14:30:00,5.082212,7.049133,9.528668,3.455362
06/14/16 14:40:00,5.101854,7.044488,9.633053,3.247695
06/14/16 14:50:00,5.112873,7.02967,9.718033,3.057722
06/14/16 15:00:00,5.115266,7.004755,9.78369,2.890299
06/14/16 15:10:00,5.109107,6.969834,9.830578,2.750085
06/14/16 15:20:00,5.094556,6.925121,9.858834,2.641283
06/14/16 15:30:00,5.071862,6.870649,9.868785,2.56738
06/14/16 15:40:00,5.041366,6.806758,9.859327,2.530939
06/14/16 15:50:00,5.003506,6.733826,9.829149,2.533431
06/14/16 16:00:00,4.958815,6.652355,9.778406,2.575143
06/14/16 16:10:00,4.907919,6.562987,9.70728,2.655155
06/14/16 16:20:00,4.851538,6.466512,9.616027,2.771405
06/14/16 16:30:00,4.790479,6.364048,9.505022,2.920815
06/14/16 16:40:00,4.725628,6.256332,9.375045,3.099484
06/14/16 16:50:00,4.657945,6.144749,9.226405,3.302934
06/14/16 17:00:00,4.588449,6.030633,9.06031,3.526367
06/14/16 17:10:00,4.518214,5.915407,8.878042,3.764946
06/14/16 17:20:00,4.448346,5.800555,8.68118,4.014043
06/14/16 17:30:00,4.379979,5.687591,8.471604,4.269471
06/14/16 17:40:00,4.314253,5.578204,8.251487,4.52765
06/14/16 17:50:00,4.252302,5.473493,8.023273,4.785724
06/14/16 18:00:00,4.195238,5.375047,7.790038,5.041609
06/14/16 18:10:00,4.144133,5.284166,7.553847,5.293982
06/14/16 18:20:00,4.100007,5.202026,7.318088,5.542206
06/14/16 18:30:00,4.063811,5.129661,7.085817,5.78622
06/14/16 18:40:00,4.036414,5.067948,6.860094,6.026385
06/14/16 18:50:00,4.018589,5.01768,6.643906,6.263323
06/14/16 19:00:00,4.011005,4.97924,6.440108,6.497753
06/14/16 19:10:00,4.014216,4.953127,6.25136,6.73034
06/14/16 19:20:00,4.02865,4.939598,6.080358,6.961569
06/14/16 19:30:00,4.054611,4.938925,5.928651,7.191653
06/14/16 19:40:00,4.092267,4.952268,5.798373,7.420481
06/14/16 19:50:00,4.141655,4.979743,5.691029,7.647591
06/14/16 20:00:00,4.202678,5.021288,5.607798,7.872193
06/14/16 20:10:00,4.275109,5.076555,5.549546,8.093198
06/14/16 20:20:00,4.358595,5.145478,5.516849,8.309281
06/14/16 20:30:00,4.452661,5.227551,5.509975,8.51894
06/14/16 20:40:00,4.556725,5.322749,5.527968,8.720564
06/14/16 20:50:00,4.670098,5.43063,5.570205,8.912485
06/14/16 21:00:00,4.792,5.550643,5.636582,9.093027
06/14/16 21:10:00,4.92157,5.682804,5.726703,9.260538
06/14/16 21:20:00,5.057878,5.826243,5.840147,9.41341
06/14/16 21:30:00,5.199934,5.980927,5.976443,9.55009
06/14/16 21:40:00,5.346708,6.145741,6.135084,9.669086
06/14/16 21:50:00,5.497131,6.320508,6.315218,9.768977
06/14/16 22:00:00,5.650117,6.503792,6.516854,9.848418
06/14/16 22:10:00,5.804568,6.695184,6.73907,9.906169
06/14/16 22:20:00,5.959384,6.892877,6.981136,9.94112
06/14/16 22:30:00,6.113477,7.096178,7.242193,9.952332
06/14/16 22:40:00,6.265774,7.30291,7.521226,9.939091
06/14/16 22:50:00,6.415227,7.512092,7.816519,9.900949
06/14/16 23:00:00,6.560818,7.721246,8.127594,9.837777
06/14/16 23:10:00,6.701563,7.929167,8.452262,9.749793
06/14/16 23:20:00,6.836518,8.133207,8.788528,9.637582
06/14/16 23:30:00,6.96478,8.332044,9.134101,9.502087
06/14/16 23:40:00,7.085488,8.523042,9.486409,9.344573
06/14/16 23:50:00,7.197824,8.704904,9.842025,9.166571
06/15/16 00:00:00,7.301017,8.875202,10.199052,8.969793
06/15/16 00:10:00,7.394338,9.032802,10.553653,8.756034
06/15/16 00:20:00,7.477104,9.17566,10.902449,8.527065
06/15/16 00:30:00,7.548673,9.302915,11.242001,8.284534
06/15/16 00:40:00,7.608449,9.413034,11.568888,8.029876
06/15/16 00:50:00,7.655878,9.505484,11.879282,7.764255
06/15/16 01:00:00,7.690451,9.579397,12.171039,7.488538
06/15/16 01:10:00,7.711704,9.634244,12.440697,7.203317
06/15/16 01:20:00,7.719219,9.66995,12.68561,6.908961
06/15/16 01:30:00,7.712629,9.686319,12.903467,6.605722
06/15/16 01:40:00,7.691618,9.683455,13.092327,6.293864
06/15/16 01:50:00,7.655928,9.661424,13.250404,5.973819
06/15/16 02:00:00,7.60536,9.620569,13.377051,5.646346
06/15/16 02:10:00,7.539783,9.561078,13.471192,5.312678
06/15/16 02:20:00,7.459136,9.483503,13.532381,4.974647
06/15/16 02:30:00,7.363436,9.387946,13.560478,4.634762
06/15/16 02:40:00,7.252784,9.275083,13.556725,4.296236
06/15/16 02:50:00,7.12737,9.144878,13.525258,3.962945
06/15/16 03:00:00,6.987479,8.998096,13.466781,3.639332
06/15/16 03:10:00,6.833495,8.834563,13.381755,3.330244
06/15/16 03:20:00,6.665907,8.655155,13.270682,3.040718
06/15/16 03:30:00,6.485312,8.459618,13.13433,2.775734
06/15/16 03:40:00,6.292416,8.249009,12.972747,2.539953
06/15/16 03:50:00,6.088034,8.023095,12.786629,2.337454
06/15/16 04:00:00,5.873091,7.78321,12.576444,2.171497
06/15/16 04:10:00,5.648618,7.529256,12.342648,2.044334
06/15/16 04:20:00,5.41575,7.262943,12.086159,1.957079
06/15/16 04:30:00,5.175716,6.984408,11.806605,1.909648
06/15/16 04:40:00,4.929832,6.6958,11.504965,1.900778
06/15/16 04:50:00,4.679495,6.397553,11.181909,1.928122
06/15/16 05:00:00,4.426167,6.09226,10.838249,1.988412
06/15/16 05:10:00,4.171362,5.780659,10.475609,2.077676
06/15/16 05:20:00,3.916635,5.46572,10.093968,2.191491
06/15/16 05:30:00,3.663563,5.148435,9.695374,2.325256
06/15/16 05:40:00,3.413731,4.832017,9.281536,2.474456
06/15/16 05:50:00,3.168711,4.51761,8.854433,2.634901
06/15/16 06:00:00,2.93005,4.208492,8.417057,2.80293
06/15/16 06:10:00,2.699248,3.905825,7.970419,2.975549
06/15/16 06:20:00,2.477744,3.612757,7.51797,3.150513
06/15/16 06:30:00,2.266897,3.330334,7.062615,3.326347
06/15/16 06:40:00,2.067974,3.061394,6.607404,3.502294
06/15/16 06:50:00,1.882133,2.806759,6.156234,3.678224
06/15/16 07:00:00,1.71041,2.56882,5.710741,3.854494
06/15/16 07:10:00,1.553713,2.348112,5.274834,4.031793
06/15/16 07:20:00,1.412809,2.146506,4.851568,4.210969
06/15/16 07:30:00,1.288321,1.964245,4.444532,4.392869
06/15/16 07:40:00,1.180719,1.802667,4.055066,4.578202
06/15/16 07:50:00,1.090326,1.661769,3.686367,4.76742
06/15/16 08:00:00,1.01731,1.542404,3.340663,4.96065
06/15/16 08:10:00,0.961696,1.444401,3.0199,5.157652
06/15/16 08:20:00,0.923362,1.368202,2.726204,5.357815
06/15/16 08:30:00,0.902055,1.313561,2.459939,5.560189
06/15/16 08:40:00,0.897393,1.280592,2.222701,5.763527
06/15/16 08:50:00,0.908881,1.269049,2.015304,5.966355
06/15/16 09:00:00,0.93592,1.279132,1.838323,6.167033
06/15/16 09:10:00,0.977819,1.311008,1.692344,6.36382
06/15/16 09:20:00,1.033814,1.364369,1.577061,6.554931
06/15/16 09:30:00,1.103075,1.438702,1.492786,6.738576
06/15/16 09:40:00,1.184727,1.533812,1.439439,6.912991
06/15/16 09:50:00,1.277858,1.649061,1.416844,7.076455
06/15/16 10:00:00,1.381537,1.783809,1.425276,7.227306
06/15/16 10:10:00,1.494821,1.93729,1.465763,7.363944
06/15/16 10:20:00,1.616772,2.108591,1.537931,7.484843
06/15/16 10:30:00,1.746463,2.296313,1.641055,7.588572
06/15/16 10:40:00,1.882989,2.499831,1.774843,7.673823
06/15/16 10:50:00,2.025469,2.717422,1.93839,7.739443
06/15/16 11:00:00,2.173056,2.947485,2.13078,7.784485
06/15/16 11:10:00,2.324941,3.188253,2.350914,7.808258
06/15/16 11:20:00,2.480347,3.437811,2.597054,7.810371
06/15/16 11:30:00,2.638539,3.693694,2.868465,7.79078
06/15/16 11:40:00,2.798816,3.954629,3.162959,7.74981
06/15/16 11:50:00,2.960509,4.218025,3.478469,7.688158
06/15/16 12:00:00,3.122982,4.481702,3.812666,7.606874
06/15/16 12:10:00,3.285621,4.74352,4.162384,7.507312
06/15/16 12:20:00,3.447834,5.001419,4.525975,7.391058
06/15/16 12:30:00,3.609044,5.253055,4.899889,7.259832
06/15/16 12:40:00,3.768683,5.49749,5.281003,7.115389
06/15/16 12:50:00,3.926189,5.732721,5.665476,6.959406
06/15/16 13:00:00,4.080998,5.95738,6.051356,6.793384
06/15/16 13:10:00,4.232547,6.170328,6.43484,6.618574
06/15/16 13:20:00,4.380263,6.370658,6.81287,6.435927
06/15/16 13:30:00,4.52357,6.557687,7.182567,6.246091
06/15/16 13:40:00,4.661883,6.73067,7.540708,6.049442
06/15/16 13:50:00,4.794613,6.889898,7.88611,5.846166
06/15/16 14:00:00,4.921167,7.034951,8.216126,5.636375
06/15/16 14:10:00,5.040956,7.165832,8.529043,5.420246
06/15/16 14:20:00,5.153398,7.28264,8.823496,5.198186
06/15/16 14:30:00,5.257929,7.385528,9.098017,4.970984
06/15/16 14:40:00,5.354005,7.474537,9.352795,4.739955
06/15/16 14:50:00,5.441117,7.550138,9.586929,4.507039
06/15/16 15:00:00,5.5188,7.612321,9.800226,4.274862
06/15/16 15:10:00,5.586641,7.661199,9.992685,4.046733
06/15/16 15:20:00,5.644294,7.696839,10.164176,3.826579
06/15/16 15:30:00,5.691484,7.719265,10.31549,3.618814
06/15/16 15:40:00,5.728023,7.728471,10.44659,3.428158
06/15/16 15:50:00,5.753819,7.725123,10.557734,3.259409
06/15/16 16:00:00,5.768879,7.710539,10.649146,3.11718
06/15/16 16:10:00,5.773321,7.684847,10.720891,3.005646
06/15/16 16:20:00,5.767376,7.648055,10.773305,2.928287
06/15/16 16:30:00,5.751394,7.600376,10.806291,2.887675
06/15/16 16:40:00,5.725843,7.542099,10.819845,2.885315
06/15/16 16:50:00,5.691309,7.473766,10.812548,2.921544
06/15/16 17:00:00,5.648493,7.395711,10.781615,2.995515
06/15/16 17:10:00,5.598206,7.308759,10.726926,3.105248
06/15/16 17:20:00,5.54136,7.213791,10.64871,3.247765
06/15/16 17:30:00,5.478962,7.11202,10.547533,3.419274
06/15/16 17:40:00,5.412097,7.004282,10.423652,3.615407
06/15/16 17:50:00,5.341921,6.892053,10.278093,3.831487
06/15/16 18:00:00,5.269638,6.776943,10.112331,4.062793
06/15/16 18:10:00,5.196493,6.660054,9.927305,4.30482
06/15/16 18:20:00,5.123748,6.543113,9.725117,4.553493
06/15/16 18:30:00,5.052667,6.427669,9.507933,4.805345
06/15/16 18:40:00,4.984499,6.315433,9.278627,5.057626
06/15/16 18:50:00,4.920458,6.207494,9.03916,5.30835
06/15/16 19:00:00,4.861706,6.105429,8.792881,5.556283
06/15/16 19:10:00,4.809337,6.010512,8.543355,5.800868
06/15/16 19:20:00,4.764364,5.924025,8.292964,6.042106
06/15/16 19:30:00,4.7277,5.846671,8.0454,6.280408
06/15/16 19:40:00,4.700147,5.779447,7.804294,6.516423
06/15/16 19:50:00,4.682391,5.723043,7.571943,6.750879
06/15/16 20:00:00,4.674986,5.678063,7.351711,6.984423
06/15/16 20:10:00,4.678352,5.64475,7.146658,7.217494
